,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Day,Month,Year,Hour,Minute,Total Consumption
425,1.326,0.048,242.23,5.4,2,9,2008,9,42,18.0
426,3.088,0.184,235.82,13.0,10,8,2007,20,53,18.0
427,0.352,0.106,242.42,1.4,19,2,2007,17,4,0.0
428,1.328,0.2,232.43,5.6,5,7,2007,14,3,17.0
429,1.404,0.176,243.67,5.8,2,3,2009,19,53,0.0
430,1.966,0.36,240.82,8.4,12,11,2007,16,39,1.0
431,0.328,0.378,241.06,2.0,20,8,2008,13,53,2.0
432,1.456,0.072,239.29,6.0,30,5,2008,14,9,19.0
433,2.282,0.322,240.36,9.6,12,8,2009,8,6,28.0
434,1.34,0.244,240.31,5.6,27,8,2007,21,52,1.0
435,3.702,0.134,236.76,15.6,6,1,2008,19,1,18.0
436,0.758,0.08,239.28,3.2,3,10,2007,16,45,2.0
437,0.418,0.254,240.62,2.0,12,10,2009,1,45,1.0
438,0.206,0.144,243.71,1.0,17,8,2007,20,0,0.0
439,0.882,0.0,244.33,3.6,18,5,2008,23,32,0.0
440,0.582,0.242,239.1,2.8,23,7,2008,11,3,2.0
441,2.766,0.0,234.29,12.6,8,9,2007,0,11,20.0
442,1.45,0.064,242.33,6.0,20,2,2010,0,55,18.0
443,0.358,0.114,239.88,1.6,24,7,2008,15,39,1.0
444,0.822,0.24,247.73,3.4,13,2,2009,16,23,0.0
445,1.232,0.0,238.9,5.2,21,9,2008,8,47,18.0
446,1.29,0.092,240.25,5.4,28,5,2008,9,21,19.0
447,1.416,0.104,241.82,5.8,27,3,2010,12,17,18.0
448,1.236,0.0,243.5,5.0,8,5,2009,16,12,19.0
449,0.158,0.0,242.34,0.6,8,12,2009,1,27,0.0
450,0.31,0.064,245.47,1.4,22,9,2008,23,0,1.0
451,0.26,0.0,241.19,1.2,6,8,2009,10,45,1.0
452,1.538,0.228,243.57,6.4,2,9,2010,4,4,20.0
453,1.398,0.142,240.36,5.8,18,9,2008,14,21,19.0
454,0.26,0.0,243.17,1.2,26,5,2008,0,0,1.0
455,0.238,0.064,242.71,1.0,19,6,2009,1,15,0.0
456,0.224,0.0,244.28,1.0,22,11,2007,4,21,0.0
457,0.29,0.074,239.93,1.2,23,2,2008,12,42,0.0
458,0.492,0.0,237.15,2.0,29,2,2008,21,17,0.0
459,0.14,0.0,244.09,0.6,8,9,2009,14,36,1.0
460,0.346,0.13,248.8,1.4,2,1,2010,4,8,1.0
461,0.836,0.124,240.85,3.6,13,4,2010,18,44,4.0
462,0.258,0.27,239.78,1.4,27,8,2008,21,12,2.0
463,1.226,0.224,239.39,5.2,17,1,2008,21,48,0.0
464,3.786,0.064,237.79,15.8,12,6,2007,9,35,55.0
465,0.272,0.0,245.09,1.0,16,4,2008,2,46,0.0
466,2.18,0.066,238.4,9.0,22,6,2008,22,24,19.0
467,1.288,0.11,238.42,5.4,22,9,2008,10,20,20.0
468,1.298,0.0,242.24,5.2,24,2,2009,17,0,18.0
469,0.358,0.122,244.59,1.4,5,2,2008,0,39,1.0
470,0.246,0.0,238.82,1.0,28,5,2007,23,25,0.0
471,1.466,0.176,235.61,6.2,11,10,2010,18,34,1.0
472,1.406,0.05,241.61,5.8,21,4,2010,17,19,19.0
473,1.51,0.162,239.45,6.2,24,11,2008,11,40,19.0
474,0.252,0.124,239.87,1.2,7,5,2008,5,26,0.0
475,0.334,0.216,239.8,1.6,8,9,2010,9,49,1.0
476,0.52,0.074,240.38,2.4,11,1,2008,20,7,0.0
477,0.308,0.082,244.76,1.2,27,11,2008,1,10,0.0
478,0.306,0.068,245.72,1.2,2,7,2009,1,21,0.0
479,2.33,0.112,234.14,9.8,13,11,2010,19,30,18.0
480,2.692,0.212,240.54,11.2,5,10,2009,21,32,19.0
481,1.564,0.0,245.01,7.6,24,1,2007,3,53,0.0
482,0.214,0.06,245.23,0.8,26,11,2008,1,18,0.0
483,1.348,0.076,237.57,5.6,10,11,2007,9,47,17.0
484,0.518,0.0,242.35,2.6,19,9,2007,18,58,0.0
485,1.914,0.254,237.11,8.2,12,8,2007,17,55,2.0
486,1.004,0.0,238.3,4.2,5,8,2008,1,1,1.0
487,0.61,0.148,242.57,2.6,3,9,2009,22,28,1.0
488,0.56,0.216,240.43,2.4,16,7,2008,12,5,1.0
489,0.244,0.046,239.81,1.0,22,4,2010,20,4,1.0
490,3.31,0.462,236.75,14.0,13,3,2010,17,48,43.0
491,0.436,0.114,239.37,1.8,10,11,2009,17,40,0.0
492,0.254,0.118,241.51,1.2,29,7,2010,15,21,0.0
493,0.418,0.18,240.9,1.8,10,2,2010,6,22,2.0
494,0.132,0.0,231.86,0.6,8,3,2008,19,12,1.0
495,0.422,0.198,241.31,1.8,11,12,2007,0,40,0.0
496,2.882,0.326,236.26,12.2,31,12,2009,21,51,19.0
497,0.29,0.0,248.89,1.2,11,5,2010,5,10,0.0
498,0.556,0.348,242.49,2.6,9,8,2009,19,55,3.0
499,0.264,0.0,243.36,1.2,3,7,2009,0,8,0.0
500,0.538,0.0,237.31,2.2,13,11,2010,11,0,0.0
501,1.282,0.05,240.84,5.2,26,3,2009,11,43,18.0
502,1.846,0.094,241.6,7.6,7,8,2007,23,56,17.0
503,1.38,0.0,241.22,5.6,22,5,2008,7,36,19.0
504,0.208,0.112,240.38,1.0,6,10,2007,7,51,2.0
505,0.132,0.0,241.72,0.6,24,9,2009,5,59,1.0
506,0.284,0.0,243.94,1.2,12,6,2008,4,42,0.0
508,0.236,0.132,240.49,1.2,9,3,2007,13,34,1.0
509,0.234,0.0,243.88,1.0,4,6,2010,5,11,1.0
510,0.214,0.0,239.21,0.8,3,4,2007,1,28,0.0
511,0.242,0.106,240.58,1.2,16,8,2007,14,6,0.0
512,0.312,0.122,248.9,1.2,24,12,2009,4,31,0.0
513,0.196,0.0,240.69,0.8,24,6,2010,4,51,1.0
514,0.364,0.094,243.1,1.6,15,12,2008,17,8,0.0
515,0.492,0.056,240.7,2.2,2,2,2008,7,51,0.0
516,1.504,0.096,246.44,6.0,25,12,2009,23,9,19.0
517,0.5,0.0,244.93,2.2,14,4,2008,18,58,1.0
518,1.4,0.0,237.25,5.8,17,10,2008,8,43,19.0
519,1.5,0.102,240.85,6.2,18,3,2008,10,19,18.0
520,2.966,0.498,240.52,12.4,17,1,2010,21,34,20.0
521,0.326,0.114,243.64,1.4,19,1,2008,15,4,0.0
522,1.708,0.202,240.71,7.0,4,10,2009,17,52,18.0
523,1.036,0.112,242.68,4.4,29,4,2009,17,49,1.0
524,0.206,0.142,243.4,1.0,18,8,2007,3,30,0.0
525,2.244,0.392,234.45,9.6,30,12,2006,17,41,17.0
526,0.418,0.348,241.99,2.2,23,7,2010,14,41,3.0
527,0.402,0.086,243.6,1.8,12,4,2009,23,24,1.0
528,0.56,0.086,232.53,2.4,6,2,2008,14,37,1.0
529,0.312,0.254,243.92,1.6,24,9,2009,23,52,2.0
530,0.156,0.0,239.51,0.6,13,7,2007,2,24,0.0
531,0.328,0.126,243.11,1.4,12,4,2007,4,41,0.0
532,0.33,0.13,241.46,1.4,10,10,2009,1,28,1.0
533,0.942,0.162,244.51,4.0,16,1,2008,15,2,7.0
534,1.664,0.18,242.83,6.8,27,2,2010,9,24,20.0
535,1.276,0.046,239.67,5.2,23,11,2007,10,18,18.0
536,1.476,0.066,247.13,5.8,1,7,2010,23,6,20.0
537,1.31,0.048,241.21,5.4,18,5,2009,10,37,19.0
538,1.586,0.05,244.35,6.4,27,12,2008,13,34,0.0
539,0.386,0.102,245.56,1.6,2,6,2009,0,57,0.0
540,0.126,0.0,233.94,0.6,8,11,2007,8,9,0.0
542,1.694,0.074,240.65,7.0,29,4,2010,8,54,18.0
543,3.49,0.346,242.34,14.6,23,11,2007,23,4,31.0
544,0.404,0.326,240.85,2.0,7,7,2010,17,23,2.0
545,1.274,0.232,239.07,5.4,18,5,2009,21,38,1.0
546,1.432,0.086,239.37,6.0,25,11,2007,13,53,18.0
547,0.29,0.152,239.36,1.4,26,5,2008,2,5,1.0
548,0.206,0.0,242.92,0.8,19,1,2007,13,8,0.0
549,0.498,0.162,242.1,2.0,12,12,2009,0,2,0.0
550,3.536,0.0,233.66,15.0,6,3,2007,22,30,35.0
551,0.34,0.096,243.33,1.4,24,5,2009,1,47,1.0
552,1.396,0.204,238.27,5.8,21,9,2009,9,25,18.0
553,0.382,0.218,242.86,1.8,16,3,2007,14,33,1.0
554,2.806,0.0,241.05,11.6,25,12,2009,10,16,36.0
555,0.506,0.0,240.92,2.0,3,3,2008,3,11,0.0
556,0.338,0.072,243.65,1.4,5,11,2010,5,54,1.0
557,2.378,0.106,237.61,10.0,17,12,2007,7,33,18.0
558,0.156,0.0,241.58,0.6,27,7,2010,6,20,0.0
559,0.324,0.07,240.92,1.4,16,10,2010,13,10,0.0
560,0.31,0.2,240.15,1.4,29,7,2010,5,46,3.0
561,0.358,0.13,238.42,1.6,26,9,2009,13,59,1.0
562,0.196,0.0,243.35,0.8,6,6,2009,2,26,1.0
563,0.484,0.048,239.6,2.2,3,11,2009,19,38,0.0
564,2.8,0.138,236.86,11.8,18,11,2008,7,8,17.0
565,1.188,0.05,241.15,4.8,18,7,2009,23,2,1.0
566,4.044,0.134,236.61,17.2,2,5,2008,20,18,31.0
567,1.874,0.402,238.65,8.0,5,2,2010,12,19,20.0
568,0.732,0.126,242.16,3.0,19,6,2007,22,57,0.0
569,1.632,0.112,237.62,6.8,9,4,2007,17,15,19.0
570,0.218,0.136,241.15,1.0,23,8,2007,2,25,0.0
571,0.25,0.078,246.77,1.0,12,7,2008,6,36,0.0
572,1.68,0.152,242.06,7.0,20,12,2008,14,35,19.0
573,0.158,0.124,241.01,0.8,15,8,2008,20,17,0.0
574,1.6,0.172,236.46,6.8,28,11,2009,22,8,18.0
575,1.396,0.0,240.51,5.8,13,10,2008,8,56,20.0
576,1.588,0.058,239.85,6.6,13,2,2010,21,51,19.0
577,0.322,0.2,238.41,1.6,30,7,2010,18,43,3.0
578,1.874,0.246,241.29,7.8,13,3,2009,20,20,0.0
579,0.492,0.408,246.33,2.6,21,9,2009,22,55,2.0
580,0.592,0.342,238.71,3.0,30,7,2008,16,50,2.0
581,1.278,0.056,240.11,5.2,20,12,2007,9,42,18.0
582,0.316,0.0,241.24,1.2,19,7,2009,9,13,0.0
583,0.196,0.058,228.97,0.8,18,7,2007,17,32,0.0
584,0.858,0.21,240.3,3.8,3,6,2007,9,5,1.0
585,0.212,0.0,246.5,0.8,15,1,2009,15,34,0.0
586,1.598,0.072,241.51,6.6,4,2,2010,7,7,19.0
587,1.282,0.048,230.67,5.4,23,5,2007,10,20,16.0
588,1.884,0.17,239.55,7.8,24,9,2010,9,40,29.0
589,1.66,0.166,242.61,6.8,19,4,2010,17,4,18.0
590,1.17,0.188,237.93,5.0,28,6,2008,14,28,12.0
591,1.604,0.28,243.27,6.6,13,3,2010,15,22,19.0
592,0.33,0.096,244.25,1.4,4,5,2008,6,43,0.0
593,1.936,0.074,242.04,8.0,25,10,2008,9,35,18.0
594,0.366,0.118,245.66,1.6,24,3,2009,15,21,0.0
595,1.868,0.046,239.17,7.8,4,1,2007,10,45,18.0
596,0.9,0.1,243.08,4.4,16,10,2010,6,43,6.0
597,2.3,0.342,239.59,9.6,27,1,2008,10,50,18.0
598,0.248,0.0,243.19,1.0,24,2,2009,23,6,0.0
599,0.334,0.062,238.13,1.4,19,2,2009,12,54,1.0
600,0.378,0.068,241.68,1.6,5,4,2009,17,14,0.0
601,0.292,0.1,239.3,1.2,28,10,2009,19,31,1.0
602,1.374,0.096,240.03,5.6,18,1,2007,22,44,18.0
603,0.196,0.0,237.75,1.0,13,5,2008,11,3,1.0
604,1.394,0.522,239.52,6.4,25,3,2007,11,36,2.0
605,0.592,0.178,242.03,3.0,23,7,2009,6,29,8.0
606,0.224,0.114,241.38,1.0,17,8,2009,20,48,2.0
607,0.318,0.074,240.51,1.4,14,9,2008,0,39,1.0
608,0.356,0.0,240.09,1.4,25,6,2009,17,25,1.0
609,2.692,0.292,239.93,11.4,27,9,2008,23,49,2.0
610,3.612,0.0,237.58,15.2,25,1,2010,7,12,18.0
611,0.32,0.0,241.83,1.4,21,11,2009,10,10,1.0
612,3.808,0.19,236.31,16.0,27,9,2009,11,4,54.0
613,0.248,0.112,240.97,1.0,20,7,2008,23,56,1.0
614,1.394,0.252,240.45,5.8,13,5,2008,18,2,20.0
615,1.278,0.088,238.54,5.2,19,7,2010,19,28,19.0
616,0.322,0.116,240.68,1.6,27,10,2007,19,45,2.0
617,0.362,0.128,243.06,1.6,17,3,2010,6,13,0.0
618,0.262,0.0,237.68,1.0,8,10,2008,21,54,1.0
619,1.074,0.11,238.7,4.4,5,8,2008,4,7,0.0
620,1.614,0.108,236.64,6.8,20,5,2007,16,16,20.0
621,1.346,0.128,234.65,5.6,11,6,2007,14,53,17.0
622,0.418,0.226,244.36,1.8,2,2,2010,2,58,2.0
623,1.45,0.218,243.8,6.0,7,2,2009,17,41,19.0
624,3.198,0.174,237.54,13.8,27,2,2010,18,33,28.0
625,1.456,0.072,234.53,6.2,18,6,2009,7,44,20.0
626,0.788,0.176,238.41,3.4,23,1,2008,20,4,0.0
627,0.294,0.104,238.41,1.2,3,1,2007,19,11,1.0
628,0.168,0.0,238.55,1.0,7,10,2008,1,20,0.0
629,0.808,0.222,241.72,3.6,13,7,2009,8,50,11.0
630,0.158,0.0,242.53,0.6,8,5,2010,0,59,1.0
631,0.154,0.0,237.76,0.6,6,10,2008,14,43,1.0
632,1.884,0.26,239.38,8.0,19,2,2008,7,2,2.0
633,2.274,0.162,239.21,9.4,22,9,2007,21,17,18.0
634,0.154,0.0,239.73,0.6,25,8,2009,2,12,1.0
635,0.178,0.154,241.42,0.8,13,8,2008,22,23,1.0
636,1.24,0.496,238.55,5.6,10,6,2007,19,14,2.0
637,0.316,0.084,240.25,1.2,16,10,2009,22,38,1.0
638,1.24,0.062,236.85,5.2,22,6,2009,9,16,18.0
639,1.668,0.186,234.89,7.0,31,8,2007,21,33,18.0
640,1.244,0.08,242.23,5.0,4,5,2010,7,55,1.0
641,0.774,0.212,239.56,3.8,16,5,2009,12,52,9.0
642,0.614,0.258,244.02,2.6,11,11,2007,2,17,2.0
643,1.55,0.22,240.51,6.4,5,12,2009,12,40,20.0
644,0.344,0.132,245.19,1.4,28,12,2009,7,28,1.0
645,1.424,0.066,241.71,5.8,15,12,2008,13,30,18.0
646,0.258,0.0,239.81,1.0,10,8,2007,14,41,0.0
647,1.452,0.21,239.33,6.0,1,2,2009,19,54,0.0
648,0.456,0.366,242.13,2.4,6,6,2010,1,35,2.0
649,1.368,0.0,244.32,5.6,3,12,2010,16,15,19.0
650,0.468,0.0,233.76,2.2,21,7,2007,17,53,0.0
651,0.522,0.09,235.93,2.6,21,7,2008,11,20,2.0
652,2.868,0.214,239.72,12.0,3,1,2010,22,19,40.0
653,4.258,0.0,233.98,18.2,9,2,2007,18,14,54.0
654,0.26,0.0,241.58,1.0,13,9,2008,21,52,1.0
655,0.916,0.296,245.74,3.8,12,11,2007,6,52,2.0
656,0.146,0.0,243.04,0.6,29,8,2009,5,38,0.0
657,1.664,0.302,236.99,7.0,15,10,2008,11,20,21.0
658,1.082,0.102,240.48,4.4,2,12,2008,19,30,0.0
659,0.348,0.24,226.41,1.8,18,7,2007,13,35,1.0
660,0.158,0.0,239.6,0.6,25,7,2009,10,58,1.0
661,1.218,0.09,230.06,5.2,6,3,2008,10,40,17.0
662,0.418,0.094,247.6,1.6,16,2,2009,3,42,0.0
663,0.526,0.238,241.02,2.4,6,11,2009,14,3,0.0
664,1.904,0.212,238.98,8.0,4,4,2007,18,26,19.0
665,0.524,0.194,241.67,2.2,20,4,2010,22,51,3.0
666,0.516,0.29,233.44,2.6,15,5,2007,11,29,2.0
667,0.222,0.0,240.31,1.0,23,10,2007,6,20,0.0
668,0.578,0.072,237.36,2.4,19,7,2008,12,16,1.0
669,0.266,0.0,243.91,1.0,13,4,2008,6,17,1.0
670,0.288,0.102,243.0,1.2,11,4,2007,0,29,2.0
671,1.412,0.098,242.59,5.8,21,12,2007,11,39,18.0
672,0.772,0.336,240.49,3.4,14,9,2009,18,47,2.0
673,0.252,0.0,245.16,1.0,3,12,2010,2,40,1.0
674,1.482,0.078,240.3,6.2,16,3,2008,14,39,18.0
675,1.612,0.342,240.86,6.8,3,10,2007,14,34,20.0
676,0.234,0.136,241.49,1.0,7,3,2008,0,53,1.0
677,0.306,0.094,243.58,1.2,4,10,2010,6,25,2.0
678,4.464,0.062,235.0,19.0,24,3,2010,20,59,56.0
679,0.302,0.232,239.64,1.6,8,2,2009,9,31,1.0
680,0.096,0.0,237.27,0.4,18,6,2007,13,7,0.0
681,0.33,0.1,241.47,1.4,20,3,2008,17,24,0.0
682,3.652,0.046,237.69,15.2,4,5,2007,8,54,55.0
683,4.388,0.098,237.75,18.4,1,9,2007,8,9,56.0
684,0.352,0.118,242.96,1.6,6,1,2009,17,23,1.0
685,1.334,0.052,244.32,5.4,2,8,2009,2,11,19.0
686,0.292,0.206,235.83,1.4,5,7,2007,17,17,0.0
688,0.252,0.112,239.13,1.2,30,7,2010,19,13,1.0
689,0.322,0.114,243.94,1.4,23,4,2010,15,21,2.0
690,0.312,0.106,236.48,1.4,31,5,2007,13,58,2.0
691,0.22,0.0,242.66,0.8,24,2,2007,4,37,0.0
692,0.288,0.218,240.05,1.4,28,9,2009,13,47,1.0
693,1.322,0.208,238.78,5.6,31,8,2007,11,12,17.0
694,0.236,0.108,241.04,1.0,6,4,2009,1,3,0.0
695,0.16,0.0,235.36,0.8,22,7,2007,9,6,0.0
696,0.228,0.0,243.77,0.8,16,11,2009,0,53,0.0
697,4.128,0.13,238.65,17.2,16,7,2008,21,19,55.0
698,1.544,0.132,239.32,6.4,7,9,2007,16,32,17.0
699,2.308,0.24,234.93,10.2,29,6,2007,13,17,17.0
700,0.862,0.0,240.44,3.6,9,9,2010,0,25,1.0
701,0.22,0.136,242.46,1.0,6,11,2007,16,30,0.0
702,1.43,0.106,242.0,5.8,23,2,2007,12,53,18.0
703,3.3,0.164,237.81,13.8,18,1,2007,20,39,18.0
704,1.89,0.248,239.74,8.0,28,3,2010,22,35,10.0
705,1.754,0.308,243.06,7.2,19,3,2010,7,21,20.0
706,0.814,0.242,239.36,3.4,8,7,2008,21,14,13.0
707,0.576,0.082,247.79,2.4,31,12,2008,23,34,0.0
708,1.318,0.252,240.0,5.6,21,4,2009,18,43,2.0
709,0.322,0.114,240.06,1.4,12,4,2007,17,20,0.0
710,0.43,0.0,240.69,1.8,3,4,2010,19,59,1.0
711,0.694,0.208,239.45,3.0,9,7,2008,14,58,2.0
712,1.338,0.082,240.26,5.6,27,12,2008,10,39,0.0
713,0.946,0.306,239.73,4.0,28,9,2007,20,53,1.0
714,0.108,0.0,239.78,0.4,22,8,2007,12,8,0.0
715,7.338,0.65,236.99,31.2,12,6,2008,13,23,91.0
716,0.286,0.208,240.33,1.4,7,6,2007,14,36,1.0
717,0.738,0.052,242.66,3.0,30,9,2010,14,50,1.0
718,0.852,0.058,243.52,3.8,4,5,2008,23,10,0.0
719,0.274,0.096,237.19,1.2,14,5,2007,4,29,0.0
720,0.266,0.108,240.84,1.2,28,7,2010,4,31,1.0
721,0.3,0.082,243.71,1.4,30,3,2007,17,40,0.0
722,1.186,0.198,242.68,4.8,16,1,2010,22,34,1.0
723,3.726,0.174,239.09,15.6,19,4,2010,17,48,57.0
724,0.292,0.066,241.85,1.2,4,3,2008,3,46,0.0
725,0.658,0.198,240.51,2.8,17,6,2007,17,29,2.0
726,0.268,0.23,240.68,1.4,15,6,2007,1,21,1.0
727,1.876,0.0,241.06,7.8,26,2,2010,10,35,19.0
728,0.324,0.0,242.45,1.6,28,3,2009,5,8,0.0
729,0.25,0.0,245.2,1.0,25,12,2009,5,4,1.0
730,3.64,0.076,241.7,15.0,16,2,2010,9,41,57.0
731,0.842,0.226,238.63,3.6,7,3,2008,4,56,10.0
732,0.14,0.0,239.22,0.6,8,3,2008,23,39,0.0
733,0.346,0.1,248.06,1.4,11,2,2010,8,14,1.0
734,1.784,0.17,235.68,7.6,25,3,2007,10,40,17.0
735,1.312,0.046,242.16,5.4,10,7,2008,22,48,1.0
736,0.35,0.076,247.95,1.4,1,8,2009,15,48,0.0
737,2.214,0.386,237.39,9.4,18,2,2007,20,12,19.0
738,0.498,0.106,239.97,2.6,14,8,2010,2,1,5.0
739,0.25,0.118,239.9,1.2,8,8,2010,11,35,1.0
740,1.334,0.054,245.13,5.4,12,11,2008,9,35,19.0
741,0.676,0.0,242.94,2.8,7,1,2010,23,54,0.0
742,1.322,0.068,239.88,5.4,20,9,2009,19,5,18.0
743,0.41,0.19,236.73,1.8,28,5,2007,4,50,0.0
744,1.852,0.104,240.27,7.6,12,7,2008,10,11,18.0
745,0.646,0.054,242.17,2.6,7,6,2008,0,51,0.0
746,0.146,0.0,244.56,0.6,18,6,2009,1,32,0.0
747,1.374,0.232,241.52,5.8,7,11,2010,22,23,3.0
748,0.518,0.0,239.45,2.2,3,1,2008,18,36,0.0
749,1.604,0.0,242.81,6.6,23,11,2007,23,22,5.0
750,0.246,0.104,241.1,1.0,28,7,2010,14,45,3.0
751,1.416,0.0,240.99,5.8,11,1,2009,12,6,18.0
752,0.268,0.194,241.5,1.4,14,7,2007,3,58,1.0
753,0.234,0.0,244.16,1.0,22,10,2009,17,15,1.0
754,2.952,0.0,236.91,12.4,19,9,2010,18,59,38.0
755,1.428,0.124,234.64,6.0,8,4,2007,12,11,17.0
756,1.528,0.28,235.7,6.6,24,10,2008,10,25,19.0
757,0.308,0.112,242.99,1.2,30,10,2007,17,22,0.0
758,1.41,0.058,243.04,5.8,5,8,2010,11,32,20.0
759,0.382,0.096,243.44,1.6,3,2,2009,0,45,0.0
760,3.012,0.448,239.82,12.8,26,1,2010,18,41,1.0
761,0.542,0.05,242.8,2.2,23,3,2009,12,13,0.0
762,2.498,0.0,240.53,10.4,27,1,2009,8,6,17.0
763,2.288,0.054,241.35,9.4,17,12,2006,7,23,0.0
764,1.288,0.06,239.11,5.4,22,3,2007,11,28,18.0
765,0.392,0.208,242.96,1.8,13,3,2007,2,33,0.0
766,0.158,0.0,243.17,0.6,21,7,2010,18,6,1.0
767,0.33,0.086,245.46,1.4,1,11,2009,7,54,0.0
768,0.344,0.116,242.03,1.4,10,1,2008,16,31,0.0
769,1.472,0.118,239.16,6.2,20,2,2007,14,0,19.0
770,0.418,0.106,245.2,1.8,20,5,2010,22,16,0.0
771,1.368,0.23,237.37,5.8,23,9,2008,9,19,19.0
772,1.404,0.082,236.08,5.8,29,11,2008,17,52,17.0
773,0.198,0.138,239.89,1.0,16,8,2007,4,33,0.0
774,2.078,0.142,240.0,9.0,16,6,2010,16,4,31.0
775,0.622,0.302,243.15,3.2,6,12,2010,5,49,6.0
776,0.5,0.328,244.51,2.4,5,2,2010,23,45,2.0
777,2.534,0.2,233.47,11.0,6,4,2007,7,52,17.0
778,0.318,0.258,241.55,1.6,8,8,2009,9,18,2.0
779,0.382,0.084,243.63,1.6,18,11,2008,1,44,0.0
780,0.886,0.186,240.16,3.8,25,6,2009,12,47,12.0
781,1.56,0.048,236.59,6.6,13,12,2008,8,44,17.0
782,3.4,0.096,238.19,14.4,30,1,2009,7,11,17.0
783,0.346,0.0,246.56,1.6,15,1,2008,2,57,0.0
784,1.252,0.082,235.58,5.2,26,9,2008,9,56,18.0
785,0.248,0.11,237.52,1.2,18,7,2010,11,21,0.0
786,2.142,0.0,241.53,8.8,1,4,2010,7,15,19.0
787,0.606,0.464,242.55,3.2,18,8,2009,19,35,1.0
788,1.752,0.222,241.7,7.2,16,5,2009,23,31,0.0
789,2.562,0.19,232.29,11.6,24,4,2007,21,14,28.0
790,0.488,0.182,246.73,2.4,27,12,2006,5,52,0.0
791,0.42,0.226,242.73,1.8,21,1,2010,2,27,1.0
792,1.424,0.128,238.17,6.0,17,3,2009,9,4,19.0
793,0.41,0.12,240.17,1.8,7,4,2008,10,20,1.0
794,1.862,0.16,244.85,7.6,30,12,2007,16,18,20.0
795,0.32,0.0,240.8,1.2,24,9,2008,4,6,1.0
796,1.528,0.206,239.68,6.4,6,6,2009,7,5,19.0
797,0.972,0.35,243.39,4.2,28,7,2010,23,39,13.0
798,1.136,0.0,238.81,4.8,14,11,2008,18,38,0.0
799,1.552,0.222,248.87,6.2,1,7,2010,6,21,21.0
800,0.326,0.108,245.41,1.4,29,11,2007,1,15,0.0
801,0.518,0.124,242.04,2.2,15,11,2009,23,5,3.0
802,0.274,0.068,246.03,1.2,15,1,2009,5,51,1.0
803,1.404,0.0,239.35,5.8,6,5,2009,1,20,18.0
804,0.104,0.0,236.21,0.4,8,11,2007,23,22,0.0
805,1.3,0.118,240.23,5.4,12,7,2007,17,59,0.0
806,0.454,0.196,243.61,2.2,27,3,2009,4,1,2.0
807,1.238,0.556,243.15,5.6,10,4,2010,14,59,13.0
808,0.23,0.064,241.74,1.2,8,2,2010,12,23,1.0
809,1.83,0.184,238.72,7.6,10,10,2008,8,9,21.0
810,0.222,0.0,242.66,1.0,10,10,2007,3,49,0.0
811,0.354,0.128,246.88,1.6,28,8,2010,8,48,1.0
812,0.27,0.092,242.03,1.2,6,4,2010,5,36,2.0
813,0.228,0.1,240.78,1.0,6,11,2007,4,44,0.0
814,0.412,0.064,245.12,2.0,15,1,2008,0,36,0.0
815,2.198,0.282,240.93,9.2,12,7,2009,11,22,29.0
816,1.552,0.08,238.03,6.4,30,5,2010,8,32,18.0
817,1.37,0.0,238.11,5.8,16,4,2009,7,53,18.0
818,3.05,0.268,239.05,13.2,29,5,2010,18,21,36.0
819,0.276,0.068,243.66,1.2,21,6,2010,0,50,1.0
820,0.23,0.05,243.76,1.0,31,5,2010,23,44,1.0
821,1.678,0.124,237.87,7.0,22,4,2010,21,9,18.0
822,1.486,0.08,240.98,6.0,20,2,2010,10,21,19.0
823,0.8,0.0,241.72,3.2,22,7,2009,22,29,1.0
824,0.388,0.114,242.27,1.8,10,8,2010,4,49,1.0
825,0.324,0.234,241.5,1.6,9,5,2008,14,55,1.0
826,1.762,0.228,240.31,7.4,17,12,2006,11,44,18.0
827,3.278,0.374,240.78,13.6,8,9,2009,18,23,39.0
828,0.338,0.088,245.62,1.4,20,10,2009,5,48,0.0
829,0.262,0.0,244.12,1.0,3,9,2008,6,37,0.0
830,4.884,0.19,240.39,20.2,21,12,2009,22,6,55.0
831,1.504,0.086,243.7,6.2,21,4,2010,12,0,19.0
832,0.17,0.096,236.65,0.8,8,6,2007,6,3,0.0
833,1.96,0.16,240.54,8.6,10,4,2009,13,19,20.0
834,0.288,0.068,242.75,1.2,12,11,2007,1,35,0.0
835,0.292,0.206,240.58,1.4,25,9,2007,3,11,0.0
836,1.04,0.06,240.33,4.4,26,5,2008,21,27,1.0
837,0.344,0.072,240.69,1.4,11,4,2008,10,14,1.0
838,5.544,0.41,234.46,23.8,10,11,2009,11,28,81.0
839,0.39,0.062,248.32,1.6,24,3,2008,2,35,1.0
840,0.344,0.136,246.89,1.4,21,1,2010,4,39,1.0
841,0.74,0.21,236.48,3.2,5,4,2010,19,2,2.0
842,1.6,0.072,241.72,6.6,27,11,2007,6,18,19.0
843,2.62,0.054,236.38,11.2,21,12,2008,9,54,17.0
844,1.19,0.0,238.51,5.0,20,8,2009,18,35,18.0
845,0.252,0.0,241.53,1.0,4,12,2008,7,30,1.0
846,0.32,0.136,244.07,1.4,2,8,2007,1,21,0.0
847,0.764,0.084,239.66,3.2,9,4,2008,4,49,11.0
848,1.594,0.062,239.35,6.6,23,10,2007,8,36,17.0
849,1.156,0.0,240.87,4.8,26,2,2009,17,46,0.0
